Name	Description	Location	Source	UpdateCondition	UpdateMethod	LastUpdateTime
neo23x0/apt-apt6-malware		neo23x0/yara/apt_apt6_malware.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt10		neo23x0/yara/apt_apt10.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt10-redleaves		neo23x0/yara/apt_apt10_redleaves.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt12-malware		neo23x0/yara/apt_apt12_malware.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt15		neo23x0/yara/apt_apt15.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt17-mal-sep17		neo23x0/yara/apt_apt17_mal_sep17.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt17-malware		neo23x0/yara/apt_apt17_malware.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt19		neo23x0/yara/apt_apt19.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt27-hyperbro		neo23x0/yara/apt_apt27_hyperbro.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt28		neo23x0/yara/apt_apt28.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt28-drovorub		neo23x0/yara/apt_apt28_drovorub.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt29-grizzly-steppe		neo23x0/yara/apt_apt29_grizzly_steppe.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt29-nobelium-apr22		neo23x0/yara/apt_apt29_nobelium_apr22.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt29-nobelium-may21		neo23x0/yara/apt_apt29_nobelium_may21.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt30-backspace		neo23x0/yara/apt_apt30_backspace.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt32		neo23x0/yara/apt_apt32.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt34		neo23x0/yara/apt_apt34.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt37		neo23x0/yara/apt_apt37.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt37-bluelight		neo23x0/yara/apt_apt37_bluelight.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-apt41		neo23x0/yara/apt_apt41.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-ar18-165a		neo23x0/yara/apt_ar18_165a.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-area1-phishing-diplomacy		neo23x0/yara/apt_area1_phishing_diplomacy.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-aus-parl-compromise		neo23x0/yara/apt_aus_parl_compromise.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-babyshark		neo23x0/yara/apt_babyshark.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-backdoor-ssh-python		neo23x0/yara/apt_backdoor_ssh_python.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-backdoor-sunburst-fnv1a-experimental		neo23x0/yara/apt_backdoor_sunburst_fnv1a_experimental.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-backspace		neo23x0/yara/apt_backspace.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-beepservice		neo23x0/yara/apt_beepservice.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-between-hk-and-burma		neo23x0/yara/apt_between-hk-and-burma.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-bigbang		neo23x0/yara/apt_bigbang.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-bitter		neo23x0/yara/apt_bitter.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-blackenergy		neo23x0/yara/apt_blackenergy.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-blackenergy-installer		neo23x0/yara/apt_blackenergy_installer.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-bluetermite-emdivi		neo23x0/yara/apt_bluetermite_emdivi.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-bronze-butler		neo23x0/yara/apt_bronze_butler.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-buckeye		neo23x0/yara/apt_buckeye.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-candiru		neo23x0/yara/apt_candiru.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-carbon-paper-turla		neo23x0/yara/apt_carbon_paper_turla.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-casper		neo23x0/yara/apt_casper.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-cheshirecat		neo23x0/yara/apt_cheshirecat.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-cloudatlas		neo23x0/yara/apt_cloudatlas.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-cloudduke		neo23x0/yara/apt_cloudduke.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-cmstar		neo23x0/yara/apt_cmstar.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-cn-netfilter		neo23x0/yara/apt_cn_netfilter.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-cn-pp-zerot		neo23x0/yara/apt_cn_pp_zerot.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-cn-reddelta		neo23x0/yara/apt_cn_reddelta.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-cn-twisted-panda		neo23x0/yara/apt_cn_twisted_panda.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-cobaltstrike		neo23x0/yara/apt_cobaltstrike.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-cobaltstrike-evasive		neo23x0/yara/apt_cobaltstrike_evasive.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-codoso		neo23x0/yara/apt_codoso.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-coreimpact-agent		neo23x0/yara/apt_coreimpact_agent.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-danti-svcmondr		neo23x0/yara/apt_danti_svcmondr.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-darkcaracal		neo23x0/yara/apt_darkcaracal.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-darkhydrus		neo23x0/yara/apt_darkhydrus.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-deeppanda		neo23x0/yara/apt_deeppanda.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-derusbi		neo23x0/yara/apt_derusbi.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-dnspionage		neo23x0/yara/apt_dnspionage.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-donotteam-ytyframework		neo23x0/yara/apt_donotteam_ytyframework.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-dragonfly		neo23x0/yara/apt_dragonfly.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-dtrack		neo23x0/yara/apt_dtrack.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-dubnium		neo23x0/yara/apt_dubnium.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-duqu1-5-modules		neo23x0/yara/apt_duqu1_5_modules.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-duqu2		neo23x0/yara/apt_duqu2.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-dustman		neo23x0/yara/apt_dustman.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-emissary		neo23x0/yara/apt_emissary.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-eqgrp		neo23x0/yara/apt_eqgrp.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-eqgrp-apr17		neo23x0/yara/apt_eqgrp_apr17.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-eternalblue-non-wannacry		neo23x0/yara/apt_eternalblue_non_wannacry.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-exile-rat		neo23x0/yara/apt_exile_rat.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-f5-bigip-expl-payloads		neo23x0/yara/apt_f5_bigip_expl_payloads.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-fakem-backdoor		neo23x0/yara/apt_fakem_backdoor.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-fancybear-computrace-agent		neo23x0/yara/apt_fancybear_computrace_agent.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-fancybear-dnc		neo23x0/yara/apt_fancybear_dnc.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-fancybear-osxagent		neo23x0/yara/apt_fancybear_osxagent.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-fidelis-phishing-plain-sight		neo23x0/yara/apt_fidelis_phishing_plain_sight.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-fin7		neo23x0/yara/apt_fin7.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-fin7-backdoor		neo23x0/yara/apt_fin7_backdoor.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-fin8		neo23x0/yara/apt_fin8.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-flame2-orchestrator		neo23x0/yara/apt_flame2_orchestrator.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-foudre		neo23x0/yara/apt_foudre.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-four-element-sword		neo23x0/yara/apt_four_element_sword.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-freemilk		neo23x0/yara/apt_freemilk.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-fujinama-rat		neo23x0/yara/apt_fujinama_rat.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-furtim		neo23x0/yara/apt_furtim.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-fvey-shadowbroker-dec16		neo23x0/yara/apt_fvey_shadowbroker_dec16.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-fvey-shadowbroker-jan17		neo23x0/yara/apt_fvey_shadowbroker_jan17.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-ghostdragon-gh0st-rat		neo23x0/yara/apt_ghostdragon_gh0st_rat.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-glass-rat		neo23x0/yara/apt_glassRAT.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-golddragon		neo23x0/yara/apt_golddragon.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-goldenspy		neo23x0/yara/apt_goldenspy.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-greenbug		neo23x0/yara/apt_greenbug.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-greyenergy		neo23x0/yara/apt_greyenergy.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-grizzlybear-uscert		neo23x0/yara/apt_grizzlybear_uscert.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-hackingteam-rules		neo23x0/yara/apt_hackingteam_rules.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-hafnium		neo23x0/yara/apt_hafnium.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-hafnium-log-sigs		neo23x0/yara/apt_hafnium_log_sigs.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-ham-tofu-chches		neo23x0/yara/apt_ham_tofu_chches.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-hatman		neo23x0/yara/apt_hatman.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-hellsing-kaspersky		neo23x0/yara/apt_hellsing_kaspersky.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-hidden-cobra		neo23x0/yara/apt_hidden_cobra.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-hiddencobra-bankshot		neo23x0/yara/apt_hiddencobra_bankshot.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-hiddencobra-wiper		neo23x0/yara/apt_hiddencobra_wiper.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-hizor-rat		neo23x0/yara/apt_hizor_rat.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
neo23x0/apt-hkdoor		neo23x0/yara/apt_hkdoor.yar	https://github.com/Neo23x0/signature-base.git	^(?:flag:yara-fast|timetoken:0 .+ .+ 0)$	Git	2022-09-11T02:05:20Z
